gob_offset,flag,uncomp_size,crc32,name,path,method
0x0,122,671,0x327a56c7,.\common\audio\arena1_2devents.csv,gfc_extracted\./common/audio/arena1_2devents.csv,crc
0x800,122,1722,0x6a8b9e07,.\common\audio\teknee1_2devents.csv,gfc_extracted\./common/audio/teknee1_2devents.csv,crc
0x1000,122,2522,0xbf644f5,.\common\audio\voicegroups.csv,gfc_extracted\./common/audio/voicegroups.csv,crc
0x1800,122,123,0xce57fe59,.\common\audio\voices.csv,gfc_extracted\./common/audio/voices.csv,crc
0x2000,122,512,0xe9450156,.\ps2\audio\voodrum1.vag,gfc_extracted\./ps2/audio/voodrum1.vag,crc
0x2800,122,7509,0xf6430438,.\ps2\controls\deadzonemaps.csv,gfc_extracted\./ps2/controls/deadzonemaps.csv,crc
0x3000,122,2899,0xa3bbbe2c,.\ps2\controls\tactile.csv,gfc_extracted\./ps2/controls/tactile.csv,crc
0x3800,122,547,0x17f87696,.\ps2\gfx\chars\barinboss.igb,gfc_extracted\./ps2/gfx/chars/barinboss.igb,crc
0x4000,122,311,0xe10a4dba,.\common\gameprogression\adventurehistory.csv,gfc_extracted\./common/gameprogression/adventurehistory.csv,crc
0x4800,122,3035,0x75cca258,.\common\gameprogression\adventuretracksmanager.csv,gfc_extracted\./common/gameprogression/adventuretracksmanager.csv,crc
0x5000,122,2459,0xf3d5c18f,.\common\gameprogression\arcadehistory.csv,gfc_extracted\./common/gameprogression/arcadehistory.csv,crc
0x5800,122,188,0xa6e798f2,.\common\gameprogression\crystaltimes.csv,gfc_extracted\./common/gameprogression/crystaltimes.csv,crc
0x6000,122,447,0x4aa0ea72,.\common\gameprogression\ctfconfig.csv,gfc_extracted\./common/gameprogression/ctfconfig.csv,crc
0x6800,122,1110,0xa365045e,.\common\gameprogression\cuppoints.csv,gfc_extracted\./common/gameprogression/cuppoints.csv,crc
0x7000,122,430,0x74b84dcd,.\common\gameprogression\domconfig.csv,gfc_extracted\./common/gameprogression/domconfig.csv,crc
0x7800,122,241,0x7f91ca61,.\common\gameprogression\fmvhistory.csv,gfc_extracted\./common/gameprogression/fmvhistory.csv,crc
0x8000,122,674,0xd34e9582,.\common\gameprogression\goalstorewardsconverter.csv,gfc_extracted\./common/gameprogression/goalstorewardsconverter.csv,crc
0x8800,122,1438,0x4e87212b,.\common\gameprogression\hinthistory.csv,gfc_extracted\./common/gameprogression/hinthistory.csv,crc
0x9000,122,1122,0x4848025f,.\common\gameprogression\hiscores.csv,gfc_extracted\./common/gameprogression/hiscores.csv,crc
0x9800,122,9342,0x894eeb0c,.\common\gameprogression\ntropyghostunlocktimes.csv,gfc_extracted\./common/gameprogression/ntropyghostunlocktimes.csv,crc
0xa000,122,769,0x4a18720c,.\common\gameprogression\percentcomplete.csv,gfc_extracted\./common/gameprogression/percentcomplete.csv,crc
0xa800,122,159,0x56d1dc8,.\common\gameprogression\relictimes.csv,gfc_extracted\./common/gameprogression/relictimes.csv,crc
0xb000,122,1115,0x3f75e773,.\common\gameprogression\unlockables.csv,gfc_extracted\./common/gameprogression/unlockables.csv,crc
0xb800,122,2187,0x9178878b,.\common\gameprogression\warppadinfo.csv,gfc_extracted\./common/gameprogression/warppadinfo.csv,crc
0xc000,122,4486,0x216b8f73,.\common\gfx\extanim\barin1-anim-cam.igb,gfc_extracted\./common/gfx/extanim/barin1-anim-cam.igb,crc
0xc800,122,398,0x816694f3,.\common\hints\aku370.rcf,gfc_extracted\./common/hints/aku370.rcf,crc
0xd000,122,7029,0xdd5bffeb,.\common\hud\spectator.csv,gfc_extracted\./common/hud/spectator.csv,crc
0xe000,122,14587,0x4c7521fa,.\common\physics\kartrepel.csv,gfc_extracted\./common/physics/kartrepel.csv,crc
0xf000,122,15662,0x3707080b,.\common\physics\kpcoco.csv,gfc_extracted\./common/physics/kpcoco.csv,crc
0x10800,122,2277,0x79ba2fee,.\common\physics\kpcortex.csv,gfc_extracted\./common/physics/kpcortex.csv,crc
0x11000,122,2272,0x50c5b0c1,.\common\physics\kpcrash.csv,gfc_extracted\./common/physics/kpcrash.csv,crc
0x11800,122,2272,0x50c5b0c1,.\common\physics\kpcrash.csv,gfc_extracted\./common/physics/kpcrash.csv,crc
0x12000,122,2271,0x5ec2f257,.\common\physics\kpdingodile.csv,gfc_extracted\./common/physics/kpdingodile.csv,crc
0x12800,122,2137,0x3f6185c1,.\common\physics\kpfakecrash.csv,gfc_extracted\./common/physics/kpfakecrash.csv,crc
0x13000,122,2279,0xd2473aae,.\common\physics\kpngin.csv,gfc_extracted\./common/physics/kpngin.csv,crc
0x13800,122,2277,0x79ba2fee,.\common\physics\kpcortex.csv,gfc_extracted\./common/physics/kpcortex.csv,crc
0x14000,122,2270,0x2a827b9e,.\common\physics\kpntrance.csv,gfc_extracted\./common/physics/kpntrance.csv,crc
0x14800,122,2270,0x2a827b9e,.\common\physics\kpntrance.csv,gfc_extracted\./common/physics/kpntrance.csv,crc
0x15000,122,2273,0xc4b239f9,.\common\physics\kppolar.csv,gfc_extracted\./common/physics/kppolar.csv,crc
0x15800,122,2191,0x76e02594,.\common\physics\kppura.csv,gfc_extracted\./common/physics/kppura.csv,crc
0x16000,122,2191,0x76e02594,.\common\physics\kppura.csv,gfc_extracted\./common/physics/kppura.csv,crc
0x16800,122,2119,0x98ba8224,.\common\physics\kptiny.csv,gfc_extracted\./common/physics/kptiny.csv,crc
0x17000,122,2271,0x5ec2f257,.\common\physics\kpdingodile.csv,gfc_extracted\./common/physics/kpdingodile.csv,crc
0x17800,122,2191,0x76e02594,.\common\physics\kppura.csv,gfc_extracted\./common/physics/kppura.csv,crc
0x18000,122,2139,0x80e77fe3,.\common\physics\surfparm.csv,gfc_extracted\./common/physics/surfparm.csv,crc
0x18800,122,1103,0x75e40fa4,.\common\ui\dut\credits.csv,gfc_extracted\./common/ui/dut/credits.csv,crc
0x19000,122,1893,0xa6d18ffa,.\common\ui\feobjspool.csv,gfc_extracted\./common/ui/feobjspool.csv,crc
0x19800,122,74,0x83134789,.\common\ui\igigb_hb.csv,gfc_extracted\./common/ui/igigb_hb.csv,crc
0x1a000,122,779,0x5270c86f,.\common\ui\igobjspool.csv,gfc_extracted\./common/ui/igobjspool.csv,crc
0x1a800,122,153,0x8516447f,.\ps2\ui\introdsc.dat,gfc_extracted\./ps2/ui/introdsc.dat,crc
0x1b000,48,2043,0x1cb8564,,gfc_extracted\block_00050\block_00050.csv,content
0x1b800,122,504,0x49325caa,.\common\ui\spa\credits.csv,gfc_extracted\./common/ui/spa/credits.csv,crc
0x1c000,122,452,0x44cf8b12,.\common\weapons\bossweapons.csv,gfc_extracted\./common/weapons/bossweapons.csv,crc
0x1c800,122,65536,0xb06be294,,gfc_extracted\block_00053\block_00053.bin,content
0x22800,122,15276,0x8d09b862,,gfc_extracted\block_00054\block_00054.bin,content
0x24800,122,4029,0xa89664b5,.\ps2\ui\introtxr.igb,gfc_extracted\./ps2/ui/introtxr.igb,crc
0x25000,122,1041,0xf9ecc789,.\common\ui\ita\credits.csv,gfc_extracted\./common/ui/ita/credits.csv,crc
0x25800,122,4248,0xfa3ba8eb,.\ps2\gfx\ui\buttons\bar.igb,gfc_extracted\./ps2/gfx/ui/buttons/bar.igb,crc
0x26000,122,65536,0x3fbb86e9,,gfc_extracted\block_00058\block_00058.bin,content
0x27800,122,65536,0x9fde4511,,gfc_extracted\block_00059\block_00059.bin,content
0x29800,122,65536,0x371accdb,,gfc_extracted\block_00060\block_00060.bin,content
0x2a800,122,65536,0x436207fb,,gfc_extracted\block_00061\block_00061.bin,content
0x2c000,122,65536,0x8bb6be67,,gfc_extracted\block_00062\block_00062.bin,content
0x2c800,122,65536,0xba9038a4,,gfc_extracted\block_00063\block_00063.bin,content
0x2d800,122,7221,0x787797df,,gfc_extracted\block_00064\block_00064.bin,content
0x2e000,122,42398,0xa3f699eb,.\ps2\ui\fetextur.igb,gfc_extracted\./ps2/ui/fetextur.igb,crc
0x32800,48,67579,0x43196c5f,,gfc_extracted\block_00066\block_00066.png,content
0x43000,48,67579,0xc405412f,,gfc_extracted\block_00067\block_00067.bin,content
0x53800,48,67579,0x4b1fedb8,,gfc_extracted\block_00068\block_00068.bin,content
0x64000,48,67579,0x2679776b,,gfc_extracted\block_00069\block_00069.bin,content
0x74800,48,67579,0x5f136a8a,,gfc_extracted\block_00070\block_00070.bin,content
0x85000,48,67579,0xaa9186b1,,gfc_extracted\block_00071\block_00071.bin,content
0x95800,48,10235,0xabdb9df8,,gfc_extracted\block_00072\block_00072.bin,content
0x98000,122,1833,0x3c09c522,.\ps2\audio\ukadrm2.vag,gfc_extracted\./ps2/audio/ukadrm2.vag,crc
0x98800,122,35784,0x92749d62,.\common\camera\allmodes_earth1.csv,gfc_extracted\./common/camera/allmodes_earth1.csv,crc
0x9a000,122,16336,0xa2264b82,.\common\ui\feigb.csv,gfc_extracted\./common/ui/feigb.csv,crc
0x9b000,122,65536,0xae267e2f,,gfc_extracted\block_00076\block_00076.bin,content
0x9d800,122,65536,0x1922fc84,,gfc_extracted\block_00077\block_00077.bin,content
0x9f000,122,65536,0x888fccec,,gfc_extracted\block_00078\block_00078.bin,content
0xa0800,122,65536,0x173f5d54,,gfc_extracted\block_00079\block_00079.bin,content
0xa2000,122,31229,0x7bbf46ee,,gfc_extracted\block_00080\block_00080.bin,content
0xa3800,122,1064,0xe92286af,.\common\ui\fre\credits.csv,gfc_extracted\./common/ui/fre/credits.csv,crc
0xa4000,122,7662,0xc334bd88,.\ps2\gfx\ui\buttons\btn_10.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_10.igb,crc
0xa4800,122,13022,0x8fb0823,.\ps2\gfx\ui\buttons\btn_12.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_12.igb,crc
0xa5800,122,13030,0xa07b44d,.\ps2\gfx\ui\buttons\btn_14.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_14.igb,crc
0xa6800,122,13030,0xb5c3eec8,.\ps2\gfx\ui\buttons\btn_2.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_2.igb,crc
0xa7800,122,13026,0xda195561,.\ps2\gfx\ui\buttons\btn_4.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_4.igb,crc
0xa8800,122,13026,0x2f2b7c90,.\ps2\gfx\ui\buttons\btn_6.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_6.igb,crc
0xa9800,122,13026,0x42b4125f,.\ps2\gfx\ui\buttons\btn_8.igb,gfc_extracted\./ps2/gfx/ui/buttons/btn_8.igb,crc
0xaa800,122,13026,0xf524f3a,.\ps2\gfx\ui\buttons\focus_btn_10.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_10.igb,crc
0xab800,122,19922,0x4149a0f9,.\ps2\gfx\ui\buttons\focus_btn_12.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_12.igb,crc
0xad000,122,19922,0x28816fd9,.\ps2\gfx\ui\buttons\focus_btn_14.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_14.igb,crc
0xae800,122,19922,0x27e00db,.\ps2\gfx\ui\buttons\focus_btn_2.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_2.igb,crc
0xb0000,122,19922,0xeea5f18f,.\ps2\gfx\ui\buttons\focus_btn_4.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_4.igb,crc
0xb1800,122,19922,0x725601b0,.\ps2\gfx\ui\buttons\focus_btn_6.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_6.igb,crc
0xb3000,122,19922,0xed5757f,.\ps2\gfx\ui\buttons\focus_btn_8.igb,gfc_extracted\./ps2/gfx/ui/buttons/focus_btn_8.igb,crc
0xb4800,122,19922,0xbdaf80ae,.\ps2\gfx\ui\b_flag.igb,gfc_extracted\./ps2/gfx/ui/b_flag.igb,crc
0xb6000,122,30568,0x6c427f08,.\ps2\gfx\ui\trkrbns\trkrbn_brn2.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_brn2.igb,crc
0xb9800,122,25980,0x786e5a11,.\ps2\gfx\ui\trkrbns\trkrbn_brn3.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_brn3.igb,crc
0xbc800,122,34220,0x9eb7823c,.\ps2\gfx\ui\trkrbns\trkrbn_eth1.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_eth1.igb,crc
0xc1000,122,23484,0x5006152d,.\ps2\gfx\ui\trkrbns\trkrbn_eth2.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_eth2.igb,crc
0xc3800,122,30572,0x34be187c,.\ps2\gfx\ui\trkrbns\trkrbn_eth3.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_eth3.igb,crc
0xc7000,122,29524,0x2e564504,.\ps2\gfx\ui\trkrbns\trkrbn_fen1.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_fen1.igb,crc
0xca800,122,31116,0xc9968082,.\ps2\gfx\ui\trkrbns\trkrbn_fen2.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_fen2.igb,crc
0xce000,122,21488,0xa948b6ec,.\ps2\gfx\ui\trkrbns\trkrbn_fen3.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_fen3.igb,crc
0xd0800,122,33872,0x48352eb4,.\ps2\gfx\ui\trkrbns\trkrbn_tek1.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_tek1.igb,crc
0xd4000,122,33704,0x272ae7ad,.\ps2\gfx\ui\trkrbns\trkrbn_tek2.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_tek2.igb,crc
0xd7800,122,30424,0xa1facb9c,.\ps2\gfx\ui\trkrbns\trkrbn_tek3.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_tek3.igb,crc
0xdb000,122,36748,0xf6fef1ab,.\ps2\gfx\ui\trkrbns\trkrbn_velo.igb,gfc_extracted\./ps2/gfx/ui/trkrbns/trkrbn_velo.igb,crc
0xdf000,122,23492,0xe7f3da6c,.\ps2\gfx\ui\trophy\b_flag.igb,gfc_extracted\./ps2/gfx/ui/trophy/b_flag.igb,crc
0xe1800,122,13944,0x22883c63,.\ps2\gfx\ui\background.igb,gfc_extracted\./ps2/gfx/ui/background.igb,crc
0xe2800,122,5836,0x23fe22f0,.\common\gfx\ui\pedecam.igb,gfc_extracted\./common/gfx/ui/pedecam.igb,crc
0xe3000,122,65536,0x9f641e6a,,gfc_extracted\block_00112\block_00112.bin,content
0xe6000,122,65536,0x1d98599d,,gfc_extracted\block_00113\block_00113.bin,content
0xf0000,122,65536,0xc58009ed,,gfc_extracted\block_00114\block_00114.bin,content
0xfa800,122,65536,0xcd818265,,gfc_extracted\block_00115\block_00115.bin,content
0x104800,122,65536,0x33efd148,,gfc_extracted\block_00116\block_00116.bin,content
0x10d000,122,65536,0xecfdd29,,gfc_extracted\block_00117\block_00117.bin,content
0x115800,122,65536,0x983cf23c,,gfc_extracted\block_00118\block_00118.bin,content
0x11f800,122,65536,0x89adc4b7,,gfc_extracted\block_00119\block_00119.bin,content
0x129000,122,65536,0x6745c288,,gfc_extracted\block_00120\block_00120.bin,content
0x132800,122,65536,0x167689a5,,gfc_extracted\block_00121\block_00121.bin,content
0x13f800,122,52316,0x233efd0f,,gfc_extracted\block_00122\block_00122.bin,content
0x147000,122,6040,0x8ccace2f,.\ps2\gfx\ui\cam_tocortex.igb,gfc_extracted\./ps2/gfx/ui/cam_tocortex.igb,crc
0x148000,122,6032,0xfb149695,.\ps2\gfx\ui\cam_tocrash.igb,gfc_extracted\./ps2/gfx/ui/cam_tocrash.igb,crc
0x149000,122,6024,0x338a3534,.\ps2\gfx\ui\charmodels\coco.igb,gfc_extracted\./ps2/gfx/ui/charmodels/coco.igb,crc
0x14a000,122,65536,0x480c0051,,gfc_extracted\block_00126\block_00126.bin,content
0x14f800,122,65536,0xe6093957,,gfc_extracted\block_00127\block_00127.bin,content
0x156000,122,65536,0xa1e213ce,,gfc_extracted\block_00128\block_00128.bin,content
0x15d000,122,23142,0xabc8beff,,gfc_extracted\block_00129\block_00129.bin,content
0x15e800,122,65536,0xfeae3f88,,gfc_extracted\block_00130\block_00130.bin,content
0x163800,122,65536,0xe719122b,,gfc_extracted\block_00131\block_00131.bin,content
0x169000,122,65536,0x31fb2c7,,gfc_extracted\block_00132\block_00132.bin,content
0x170000,122,16124,0x508d8f0e,,gfc_extracted\block_00133\block_00133.bin,content
0x172800,122,65536,0xda5716d1,,gfc_extracted\block_00134\block_00134.bin,content
0x176000,122,65536,0x7df4688a,,gfc_extracted\block_00135\block_00135.bin,content
0x17d800,122,65536,0x2bde50fe,,gfc_extracted\block_00136\block_00136.bin,content
0x185800,122,20772,0xb68d360e,,gfc_extracted\block_00137\block_00137.bin,content
0x187800,122,65536,0x9d2c7c12,,gfc_extracted\block_00138\block_00138.bin,content
0x18c800,122,65536,0xf4a19642,,gfc_extracted\block_00139\block_00139.bin,content
0x193000,122,44856,0xf420c32e,,gfc_extracted\block_00140\block_00140.bin,content
0x198000,122,65536,0x8e88e476,,gfc_extracted\block_00141\block_00141.bin,content
0x19c800,122,65536,0x58ff51ed,,gfc_extracted\block_00142\block_00142.bin,content
0x1a3000,122,65536,0xc5d5176a,,gfc_extracted\block_00143\block_00143.bin,content
0x1a9800,122,22012,0xb5c1c7b4,,gfc_extracted\block_00144\block_00144.bin,content
0x1ac800,122,65536,0xe5751490,,gfc_extracted\block_00145\block_00145.bin,content
0x1b1800,122,65536,0xb8bd087,,gfc_extracted\block_00146\block_00146.bin,content
0x1ba000,122,65536,0xa0c09e66,,gfc_extracted\block_00147\block_00147.bin,content
0x1bf800,122,35728,0x1354c435,,gfc_extracted\block_00148\block_00148.bin,content
0x1c3000,122,65536,0x89edaaef,,gfc_extracted\block_00149\block_00149.bin,content
0x1ca000,122,65536,0xd95e7a5f,,gfc_extracted\block_00150\block_00150.bin,content
0x1d1000,122,65536,0x126804ee,,gfc_extracted\block_00151\block_00151.bin,content
0x1d7800,122,24236,0xfa603b66,,gfc_extracted\block_00152\block_00152.bin,content
0x1da000,122,65536,0x2c50c7ef,,gfc_extracted\block_00153\block_00153.bin,content
0x1de800,122,65536,0xcc883cb1,,gfc_extracted\block_00154\block_00154.bin,content
0x1e5800,122,65536,0x445b608e,,gfc_extracted\block_00155\block_00155.bin,content
0x1ec000,122,21378,0x88d13933,,gfc_extracted\block_00156\block_00156.bin,content
0x1ee800,122,65536,0x79f139e0,,gfc_extracted\block_00157\block_00157.bin,content
0x1f4000,122,65536,0xe80c507f,,gfc_extracted\block_00158\block_00158.bin,content
0x1f9800,122,63968,0x6fe991b0,,gfc_extracted\block_00159\block_00159.bin,content
0x201000,122,65536,0x1f78f787,,gfc_extracted\block_00160\block_00160.bin,content
0x206800,122,65536,0xbd6a9589,,gfc_extracted\block_00161\block_00161.bin,content
0x20e000,122,64468,0x199e9f2,,gfc_extracted\block_00162\block_00162.bin,content
0x214000,122,65536,0x53b58a03,,gfc_extracted\block_00163\block_00163.bin,content
0x21a000,122,65536,0x6d62f63c,,gfc_extracted\block_00164\block_00164.bin,content
0x220800,122,59176,0xc37f6ca9,,gfc_extracted\block_00165\block_00165.bin,content
0x226000,122,65536,0x34ad3db7,,gfc_extracted\block_00166\block_00166.bin,content
0x22c000,122,65536,0x8e6924ee,,gfc_extracted\block_00167\block_00167.bin,content
0x233000,122,65536,0x44527abc,,gfc_extracted\block_00168\block_00168.bin,content
0x238800,122,5560,0xd930b885,,gfc_extracted\block_00169\block_00169.bin,content
0x239000,122,65536,0xa13d47a3,,gfc_extracted\block_00170\block_00170.bin,content
0x23e800,122,65536,0xfa202b7a,,gfc_extracted\block_00171\block_00171.bin,content
0x245000,122,65536,0xa1b23a4e,,gfc_extracted\block_00172\block_00172.bin,content
0x24b800,122,12140,0x90174ee2,,gfc_extracted\block_00173\block_00173.bin,content
0x24d000,122,65536,0x9c0e0e96,,gfc_extracted\block_00174\block_00174.bin,content
0x252000,122,65536,0xdec3a9d9,,gfc_extracted\block_00175\block_00175.bin,content
0x257000,122,65536,0x6fa6f0f0,,gfc_extracted\block_00176\block_00176.bin,content
0x25e000,122,15388,0x9e318b46,,gfc_extracted\block_00177\block_00177.bin,content
0x260800,122,38548,0x2313790a,.\ps2\gfx\ui\charmodels\zam.igb,gfc_extracted\./ps2/gfx/ui/charmodels/zam.igb,crc
0x264800,122,65536,0x812e8c6f,,gfc_extracted\block_00179\block_00179.bin,content
0x26a000,122,65536,0x64ff2f5c,,gfc_extracted\block_00180\block_00180.bin,content
0x271800,122,65536,0xa5afba8c,,gfc_extracted\block_00181\block_00181.bin,content
0x278000,122,18120,0x301acc1a,,gfc_extracted\block_00182\block_00182.bin,content
0x278800,122,65536,0x776fd948,,gfc_extracted\block_00183\block_00183.bin,content
0x27e000,122,65536,0x3a793a3a,,gfc_extracted\block_00184\block_00184.bin,content
0x286000,122,65536,0x1527d977,,gfc_extracted\block_00185\block_00185.bin,content
0x28c800,122,13632,0xe0d48488,,gfc_extracted\block_00186\block_00186.bin,content
0x28d000,122,65536,0x2d0cdf20,,gfc_extracted\block_00187\block_00187.bin,content
0x293800,122,65536,0xfd347339,,gfc_extracted\block_00188\block_00188.csv,content
0x299000,122,65536,0xf6e2d9d8,,gfc_extracted\block_00189\block_00189.bin,content
0x29f000,122,65536,0xde7bf140,,gfc_extracted\block_00190\block_00190.bin,content
0x2a8000,122,36648,0x1dd0161e,,gfc_extracted\block_00191\block_00191.bin,content
0x2ad000,122,65536,0x38b6d749,,gfc_extracted\block_00192\block_00192.bin,content
0x2b6800,122,65536,0xc96208ff,,gfc_extracted\block_00193\block_00193.bin,content
0x2c1000,122,65536,0x77e2bb51,,gfc_extracted\block_00194\block_00194.bin,content
0x2cc000,122,65536,0x3908f977,,gfc_extracted\block_00195\block_00195.bin,content
0x2d8000,122,65536,0xfde773f2,,gfc_extracted\block_00196\block_00196.bin,content
0x2df000,122,65536,0x7f5f1b4b,,gfc_extracted\block_00197\block_00197.bin,content
0x2ed000,122,9746,0x67d756d0,,gfc_extracted\block_00198\block_00198.bin,content
0x2ef800,122,65536,0xa458cd45,,gfc_extracted\block_00199\block_00199.bin,content
0x2f5000,122,65536,0xe44cf105,,gfc_extracted\block_00200\block_00200.bin,content
0x2ff000,122,65536,0x4c1ddf59,,gfc_extracted\block_00201\block_00201.bin,content
0x30b000,122,65536,0x1516396f,,gfc_extracted\block_00202\block_00202.bin,content
0x316000,122,65536,0x61375123,,gfc_extracted\block_00203\block_00203.bin,content
0x321000,122,65536,0xff0f8613,,gfc_extracted\block_00204\block_00204.bin,content
0x32c800,122,65536,0xe46694f2,,gfc_extracted\block_00205\block_00205.bin,content
0x336800,122,65536,0x32e30e4b,,gfc_extracted\block_00206\block_00206.bin,content
0x342000,122,65536,0x1c66c402,,gfc_extracted\block_00207\block_00207.bin,content
0x34f800,122,65536,0x3280331c,,gfc_extracted\block_00208\block_00208.bin,content
0x35c800,122,4142,0x172814af,,gfc_extracted\block_00209\block_00209.bin,content
0x35d800,122,65536,0x77ab1128,,gfc_extracted\block_00210\block_00210.bin,content
0x360800,122,65536,0x818cf3b,,gfc_extracted\block_00211\block_00211.bin,content
0x368800,122,65536,0x60238a85,,gfc_extracted\block_00212\block_00212.bin,content
0x372000,122,65536,0xb42c6e2b,,gfc_extracted\block_00213\block_00213.bin,content
0x377000,122,65536,0x8d24412f,,gfc_extracted\block_00214\block_00214.bin,content
0x37f800,122,24936,0x730aa675,,gfc_extracted\block_00215\block_00215.bin,content
0x382800,122,65536,0xb784321b,,gfc_extracted\block_00216\block_00216.bin,content
0x385000,122,65536,0x86f7ae93,,gfc_extracted\block_00217\block_00217.bin,content
0x38d800,122,65536,0x208517d6,,gfc_extracted\block_00218\block_00218.bin,content
0x396000,122,65536,0x387a7da6,,gfc_extracted\block_00219\block_00219.bin,content
0x39e000,122,65536,0x362d66c4,,gfc_extracted\block_00220\block_00220.bin,content
0x3a6000,122,49302,0xf25501ff,,gfc_extracted\block_00221\block_00221.bin,content
0x3aa000,122,65536,0x5237ec,,gfc_extracted\block_00222\block_00222.bin,content
0x3ad000,122,65536,0xff228fae,,gfc_extracted\block_00223\block_00223.bin,content
0x3b3800,122,65536,0x73777b66,,gfc_extracted\block_00224\block_00224.bin,content
0x3bd000,122,65536,0x8e60e17f,,gfc_extracted\block_00225\block_00225.bin,content
0x3c5800,122,37258,0xbdc7aad3,,gfc_extracted\block_00226\block_00226.csv,content
0x3c9800,122,65536,0xdcdb7207,,gfc_extracted\block_00227\block_00227.bin,content
0x3cc800,122,65536,0x4ba0d118,,gfc_extracted\block_00228\block_00228.bin,content
0x3d5000,122,65536,0x9a195be2,,gfc_extracted\block_00229\block_00229.bin,content
0x3db800,122,65536,0xe884206e,,gfc_extracted\block_00230\block_00230.bin,content
0x3e4800,122,65536,0x1734096,,gfc_extracted\block_00231\block_00231.bin,content
0x3e9800,122,65536,0x660a37fc,,gfc_extracted\block_00232\block_00232.bin,content
0x3f0800,122,7564,0x3b2b2d96,,gfc_extracted\block_00233\block_00233.bin,content
0x3f1800,122,65536,0x916ff390,,gfc_extracted\block_00234\block_00234.bin,content
0x3f4800,122,65536,0x789c6a25,,gfc_extracted\block_00235\block_00235.bin,content
0x3fc800,122,65536,0xecbf0cdc,,gfc_extracted\block_00236\block_00236.bin,content
0x402800,122,65536,0x126b7f1a,,gfc_extracted\block_00237\block_00237.bin,content
0x409800,122,46364,0x1c8ae10f,,gfc_extracted\block_00238\block_00238.bin,content
0x410800,122,65536,0x138ddd72,,gfc_extracted\block_00239\block_00239.bin,content
0x413000,122,65536,0xc726bfcf,,gfc_extracted\block_00240\block_00240.bin,content
0x41a000,122,65536,0xf5cf4950,,gfc_extracted\block_00241\block_00241.bin,content
0x420000,122,65536,0xf8300afe,,gfc_extracted\block_00242\block_00242.bin,content
0x428800,122,65536,0x292297b3,,gfc_extracted\block_00243\block_00243.bin,content
0x430000,122,65536,0xa7825ef4,,gfc_extracted\block_00244\block_00244.bin,content
0x438000,122,65536,0xfa518fd7,,gfc_extracted\block_00245\block_00245.bin,content
0x43e800,122,8522,0x647d121b,,gfc_extracted\block_00246\block_00246.bin,content
0x43f000,122,14080,0x7ecaee42,.\ps2\gfx\ui\gemb.igb,gfc_extracted\./ps2/gfx/ui/gemb.igb,crc
0x440000,122,38240,0x9f6c8521,.\ps2\gfx\ui\lables\flbtn_10.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_10.igb,crc
0x443800,122,20144,0xeea5bdff,.\ps2\gfx\ui\lables\flbtn_12.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_12.igb,crc
0x445000,122,20144,0xb79671bd,.\ps2\gfx\ui\lables\flbtn_14.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_14.igb,crc
0x446800,122,20144,0x80e83b12,.\ps2\gfx\ui\lables\flbtn_2.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_2.igb,crc
0x448000,122,20144,0xe493e79a,.\ps2\gfx\ui\lables\flbtn_4.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_4.igb,crc
0x449800,122,20144,0xd5b7c765,.\ps2\gfx\ui\lables\flbtn_6.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_6.igb,crc
0x44b000,122,20144,0xf52226a7,.\ps2\gfx\ui\lables\flbtn_8.igb,gfc_extracted\./ps2/gfx/ui/lables/flbtn_8.igb,crc
0x44c800,122,20144,0x915fb846,.\ps2\gfx\ui\lables\lbtn_10.igb,gfc_extracted\./ps2/gfx/ui/lables/lbtn_10.igb,crc
